,hoopR_ID,athlete,nba_api_ID
768,4278104,Michael Porter Jr.,1629008
769,4278111,Justin Minaya,1631303
770,4278116,Yves Pons,1630582
771,4278124,Saben Lee,1630240
772,4278129,Deandre Ayton,1629028
773,4278355,Obi Toppin,1630167
774,4278378,Jacob Gilyard,1631367
775,4278402,Jordan Goodwin,1630692
776,4278502,Tyler Bey,1630189
777,4278507,McKinley Wright IV,1630593
778,4278508,Troy Brown Jr.,1628972
779,4278521,KZ Okpala,1629644
780,4278541,Jaylen Nowell,1629669
781,4278555,Ty-Shon Alexander,1630234
782,4278562,Paul Reed,1630194
783,4278566,Jamorko Pickett,1630691
784,4278572,Jamal Cain,1631288
785,4278580,Sandro Mamukelashvili,1630572
786,4278585,Collin Gillespie,1631221
787,4278588,Jermaine Samuels Jr.,1631257
788,4278594,Naji Marshall,1630230
789,4278707,Jordan Schakel,1630648
790,4279118,Keaton Wallace,1630811
791,4279318,Daeqwon Plowden,1631342
792,4279532,Stanley Umude,1630649
793,4279815,Terry Taylor,1630678
794,4279888,Ja Morant,1629630
795,4280151,Corey Kispert,1630557
796,4280245,Jamaree Bouyea,1631123
797,4291678,Haywood Highsmith,1629312
798,4348696,Dzanan Musa,1629058
799,4348697,Isaac Bonga,1629067
800,4348700,Goga Bitadze,1629048
801,4349241,Adam Mokoka,1629690
802,4351851,Anfernee Simons,1629014
803,4351852,Mitchell Robinson,1629011
804,4395620,Hunter Tyson,1641816
805,4395623,Trey Jemison III,1641998
806,4395625,RJ Barrett,1629628
807,4395626,Tre Jones,1630200
808,4395627,Cam Reddish,1629629
809,4395628,Zion Williamson,1629627
810,4395630,Devin Vassell,1630170
811,4395650,Leaky Black,1641778
812,4395651,Coby White,1629632
813,4395652,Nassir Little,1629642
814,4395676,Buddy Boeheim,1631205
815,4395688,Jaylen Hoard,1629658
816,4395695,Jared Butler,1630215
817,4395698,Kira Lewis Jr.,1630184
818,4395702,Isaiah Joe,1630198
819,4395704,Mason Jones,1630222
820,4395712,Andrew Nembhard,1629614
821,4395714,Keyontae Johnson,1641749
822,4395722,Ashton Hagans,1630204
823,4395723,Keldon Johnson,1629640
824,4395724,Immanuel Quickley,1630193
825,4395725,Tyler Herro,1629639
826,4396629,Nate Hinton,1630207
827,4396638,Feron Hunt,1630624
828,4396818,Jordan Miller,1641757
829,4396907,Darius Garland,1629636
830,4396909,Aaron Nesmith,1630174
831,4396959,Reggie Perry,1629617
832,4396961,Robert Woodard II,1630218
833,4396971,Naz Reid,1629675
834,4396972,Javonte Smart,1630606
835,4396978,Darius Days,1630620
836,4396991,Talen Horton-Tucker,1629659
837,4396993,Tyrese Haliburton,1630169
838,4397002,Ayo Dosunmu,1630245
839,4397008,Romeo Langford,1629641
840,4397014,Quentin Grimes,1629656
841,4397016,Devon Dotson,1629653
842,4397018,Ochai Agbaji,1630534
843,4397020,Luguentz Dort,1629652
844,4397033,Joe Wieskamp,1630580
845,4397040,Brandon Williams,1630314
846,4397071,Mac McClung,1630644
847,4397077,Jaxson Hayes,1629637
848,4397102,Bol Bol,1629626
849,4397103,Louis King,1629663
850,4397107,David Duke Jr.,1630561
851,4397119,Jared Rhoden,1631197
852,4397126,Moses Brown,1629650
853,4397127,Jules Bernard,1631262
854,4397134,Cole Swider,1631306
855,4397136,Saddiq Bey,1630180
856,4397140,Kevin Porter Jr.,1629645
857,4397166,CJ Elleby,1629604
858,4397179,Tyrese Martin,1631213
859,4397183,Aaron Wiggins,1630598
860,4397189,Jalen Smith,1630188
861,4397204,Colin Castleton,1630658
862,4397205,Ignas Brazdeikis,1629649
863,4397215,Daniel Oturu,1630187
864,4397227,Vince Williams Jr.,1631246
865,4397233,Pete Nance,1631250
866,4397235,Duane Washington Jr.,1630613
867,4397251,Ron Harper Jr.,1631199
868,4397347,Liam Robbins,1641857
869,4397424,Neemias Queta,1629674
870,4397449,Elijah Harkless,1641989
871,4397475,AJ Green,1631260
872,4397511,Javon Freeman-Liberty,1631241
873,4397650,Andrew Funk,1641847
874,4397654,Adam Flagler,1641745
875,4397688,Trey Murphy III,1630530
876,4397689,Drew Peterson,1641809
877,4397693,Kessler Edwards,1630556
878,4397821,Nate Williams,1631466
879,4397882,Tolu Smith,1642449
880,4397885,Dalano Banton,1630625
881,4397886,Charles Bassey,1629646
882,4397916,Jason Preston,1630554
883,4398207,Jalen Slawson,1641771
884,4398390,Jalen Pickett,1629618
885,4401415,Alen Smailagic,1629346
886,4401416,Juan Toscano-Anderson,1629308
887,4407254,Brodric Thomas,1630271
888,4409222,Trevelin Queen,1630243
889,4411057,Kevin McCullar Jr.,1641755
890,4423309,Luka Samanic,1629677
891,4423314,Sekou Doumbouya,1629635
892,4423545,Darius Bazley,1629647
893,4423883,Deividas Sirvydis,1629686
894,4423884,Henri Drell,1630929
895,4423885,Didi Louzada,1629712
896,4423887,Jalen Lecque,1629665
897,4431669,Vernon Carey Jr.,1630176
898,4431671,Jaden McDaniels,1630183
899,4431672,Nico Mannion,1630185
900,4431673,Matt Hurt,1630562
901,4431675,Trendon Watford,1630570
902,4431678,Tyrese Maxey,1630178
903,4431679,Precious Achiuwa,1630173
904,4431680,Onyeka Okongwu,1630168
905,4431684,Trayce Jackson-Davis,1631218
906,4431686,Cassius Stanley,1630199
907,4431687,Patrick Williams,1630172
908,4431688,Jahmi'us Ramsey,1630186
909,4431689,Keion Brooks Jr.,1631232
910,4431690,Zeke Nnaji,1630192
911,4431699,Kai Jones,1630539
912,4431705,Anton Watson,1641817
913,4431712,James Bouknight,1630547
914,4431714,Jalen Wilson,1630592
915,4431720,Lester Quinones,1631311
916,4431727,Isaiah Wong,1631209
917,4431736,Toumani Camara,1641739
918,4431747,Tyrell Terry,1630179
919,4431752,Kobe Brown,1641738
920,4431767,Christian Braun,1631128
921,4431775,Seth Lundy,1641754
922,4431778,Christian Koloko,1631132
923,4431785,Scotty Pippen Jr.,1630590
924,4431786,Keshad Johnson,1642352
925,4431811,Dereon Seabron,1631220
926,4431816,Jesse Edwards,1642399
927,4431823,Miles McBride,1630540
928,4431828,KJ Martin,1630231
929,4431893,Jamison Battle,1642419
930,4431941,RayJ Dennis,1642484
931,4432070,Quincy Olivari,1642439
932,4432107,Marcus Sasser,1631204
933,4432117,Isaiah Stevens,1641815
934,4432158,Evan Mobley,1630596
935,4432161,Greg Brown III,1630535
936,4432162,Brandon Boston,1630527
937,4432164,Jaden Springer,1630531
938,4432165,Jalen Suggs,1630591
939,4432166,Cade Cunningham,1630595
940,4432168,Josh Christopher,1630528
941,4432170,Isaiah Jackson,1630543
942,4432171,Moses Moody,1630541
943,4432173,Sharife Cooper,1630536
944,4432174,Cam Thomas,1630560
945,4432176,Daishen Nix,1630227
946,4432179,MarJon Beauchamp,1630699
947,4432181,Julian Strawther,1631124
948,4432187,Reece Beekman,1641736
949,4432190,Andre Jackson Jr.,1641748
950,4432192,Keon Johnson,1630553
951,4432194,Day'Ron Sharpe,1630549
952,4432241,Jamal Shead,1642347
953,4432247,Jaylen Clark,1641740
954,4432356,Johnny Davis,1631098
955,4432446,Jabari Walker,1631133
956,4432573,Paolo Banchero,1631094
957,4432582,Max Christie,1631108
958,4432585,AJ Griffin,1631100
959,4432588,John Butler Jr.,1631219
960,4432639,Jabari Smith Jr.,1631095
961,4432645,Trevor Keels,1631211
962,4432646,Kennedy Chandler,1631113
963,4432735,Dariq Whitehead,1641727
964,4432808,James Wiseman,1630164
965,4432809,Cole Anthony,1630175
966,4432810,Isaiah Stewart,1630191
967,4432811,Josh Green,1630182
968,4432812,Scottie Lewis,1630575
969,4432813,Jeremiah Robinson-Earl,1630526
970,4432815,Isaiah Mobley,1630600
971,4432816,LaMelo Ball,1630163
972,4432817,Johnny Juzang,1630548
973,4432819,Tre Mann,1630544
974,4432820,D.J. Carton,1630618
975,4432821,E.J. Liddell,1630604
976,4432822,Isaac Okoro,1630171
977,4432823,Jaylin Williams,1631119
978,4432827,Oscar Tshiebwe,1631131
979,4432847,Terrence Shannon Jr.,1630545
980,4432848,Jaime Jaquez Jr.,1631170
981,4432872,Emanuel Miller,1641801
982,4432907,Justin Champagnie,1630551
983,4432946,Jalen Bridges,1641779
984,4432971,Alex Ducas,1642505
985,4433076,Ben Sheppard,1641767
986,4433083,Cam Spencer,1642285
987,4433134,Scottie Barnes,1630567
988,4433136,Walker Kessler,1631117
989,4433137,Ziaire Williams,1630533
990,4433157,Josh Hall,1630221
991,4433159,Dalen Terry,1631207
992,4433188,Devin Carter,1642269
993,4433192,Tari Eason,1631106
994,4433218,Jaden Ivey,1631093
995,4433225,Tyler Kolek,1642278
996,4433246,Patrick Baldwin Jr.,1631116
997,4433247,Jonathan Kuminga,1630228
998,4433249,Moussa Diabate,1631217
999,4433254,Kendall Brown,1631112
1000,4433255,Chet Holmgren,1631096
1001,4433268,Trey Alexander,1641725
1002,4433287,Brandon Miller,1641706
1003,4433378,Colby Jones,1641732
1004,4433618,Harrison Ingram,1631127
1005,4433620,Emoni Bates,1641734
1006,4433621,Jalen Duren,1631105
1007,4433622,Chris Livingston,1641753
1008,4433623,Caleb Houstan,1631216
1009,4433626,Jalen Hood-Schifino,1641720
1010,4433627,Keyonte George,1641718
1011,4437244,Jalen Green,1630224
1012,4438552,Onuralp Bitim,1641931
1013,4565201,Malaki Branham,1631103
1014,4566434,Franz Wagner,1630532
1015,4576085,JD Davison,1631120
1016,4576086,Bryce McGowens,1631121
1017,4576087,Peyton Watson,1631212
1018,4585610,Kenneth Lofton Jr.,1631254
1019,4590530,R.J. Hampton,1630181
1020,4591725,Ryan Rollins,1631157
1021,4592187,Wendell Moore Jr.,1631111
1022,4592204,David Johnson,1630525
1023,4592216,Alondes Williams,1631214
1024,4592304,Donovan Williams,1631495
1025,4592401,N'Faly Dante,1642368
1026,4592402,Chris Duarte,1630537
1027,4592427,Spencer Jones,1642461
1028,4592435,Branden Carlson,1642382
1029,4592461,Jacob Toppin,1631210
1030,4592479,Julian Champagnie,1630577
1031,4592492,Bones Hyland,1630538
1032,4592686,Antonio Reeves,1641810
1033,4592691,Jake LaRavia,1631222
1034,4592699,Enrique Freeman,1642402
1035,4592714,Pat Spencer,1630311
1036,4592829,Quenton Jackson,1631245
1037,4592857,Isaiah Crawford,1642384
1038,4592933,Mouhamadou Gueye,1631338
1039,4592965,Tristen Newton,1641803
1040,4592979,Zyon Pullin,1642389
1041,4593016,Quinten Post,1642366
1042,4593041,David Roddy,1631223
1043,4593049,Orlando Robinson,1631115
1044,4593125,Santi Aldama,1630583
1045,4593803,Jalen Williams,1631114
1046,4593841,Baylor Scheierman,1631248
1047,4594268,Anthony Edwards,1630162
1048,4594326,Kris Murray,1631200
1049,4594327,Keegan Murray,1631099
1050,4595400,Olivier-Maxence Prosper,1641765
1051,4597865,Tosan Evbuomwan,1641787
1052,4600663,Zach Edey,1641744
1053,4601023,Oso Ighodaro,1642345
1054,4601025,Pelle Larsson,1641796
1055,4610139,Jeremy Sochan,1631110
1056,4683018,Aleksej Pokusevski,1630197
1057,4683021,Deni Avdija,1630166
1058,4683023,Jay Scrubb,1630206
1059,4683024,Killian Hayes,1630165
1060,4683025,Leandro Bolmaro,1630195
1061,4683027,Theo Maledon,1630177
1062,4683622,Marko Simonovic,1630250
1063,4683634,Bennedict Mathurin,1631097
1064,4683678,Scoot Henderson,1630703
1065,4683686,Nick Smith Jr.,1641733
1066,4683688,Dereck Lively II,1641726
1067,4683689,Jordan Walsh,1641775
1068,4683692,Cason Wallace,1641717
1069,4683736,Kobe Bufkin,1641723
1070,4683747,Jaylon Tyson,1642281
1071,4683749,TyTy Washington Jr.,1631102
1072,4683750,Jordan Hawkins,1641722
1073,4683766,Isaiah Collier,1642268
1074,4683771,Ronald Holland II,1641842
1075,4683774,Bronny James,1642355
1076,4683778,Jared McCain,1642272
1077,4683834,KJ Simpson,1642354
1078,4683935,Blake Wesley,1631104
1079,4683940,Terquavion Smith,1631173
1080,4684272,Ja'Kobe Walter,1642266
1081,4684275,Rob Dillingham,1642265
1082,4684286,Maxwell Lewis,1641721
1083,4684737,Jaylen Martin,1641798
1084,4684740,Amen Thompson,1641708
1085,4684742,Ausar Thompson,1641709
1086,4684793,Kyle Filipowski,1642271
1087,4684806,Taylor Hendricks,1641707
1088,4687718,Josh Minott,1631169
1089,4701225,PJ Hall,1641790
1090,4701230,Jalen Johnson,1630552
1091,4701232,Mark Williams,1631109
1092,4701233,Craig Porter Jr.,1641854
1093,4701234,Ricky Council IV,1641741
1094,4702023,Adama Sanogo,1641766
1095,4702159,Dillon Jones,1641794
1096,4702176,Joshua Primo,1630563
1097,4702177,Keon Ellis,1631165
1098,4702233,JT Thor,1630550
1099,4702382,Tristan da Silva,1641783
1100,4708972,Jazian Gortman,1641789
1101,4709138,Brandin Podziemski,1641764
1102,4711272,Reed Sheppard,1642263
1103,4711294,Matas Buzelis,1641824
1104,4711297,Justin Edwards,1642348
1105,4712849,Anthony Black,1641710
1106,4712863,Mouhamed Gueye,1631243
1107,4712896,Noah Clowney,1641730
1108,4715198,Isaiah Todd,1630225
1109,4845363,Cam Christie,1642353
1110,4845367,Stephon Castle,1642264
1111,4868423,Jaden Hardy,1630702
1112,4869342,Dyson Daniels,1630700
1113,4870562,Dominick Barlow,1631230
1114,4871140,Ibou Badji,1630641
1115,4871141,Ariel Hukporti,1630574
1116,4871143,Usman Garuba,1630586
1117,4871144,Alperen Sengun,1630578
1118,4871145,Josh Giddey,1630581
1119,4888725,Ryan Dunn,1642346
1120,4895758,Cody Williams,1642262
1121,4896481,Alex Fudge,1641788
1122,4897449,Malevy Leons,1642502
1123,4897943,Dalton Knecht,1642261
1124,4900671,Ajay Mitchell,1642349
1125,4906923,Bobi Klintman,1641752
1126,4914336,Shaedon Sharpe,1631101
1127,4981257,Gabriel Lundberg,1630994
1128,4997526,Ousmane Dieng,1631172
1129,4997536,Gui Santos,1630611
1130,4997537,Tristan Vukcevic,1641774
1131,4997539,Luke Travers,1631247
1132,5044385,Leonard Miller,1631159
1133,5061589,Yves Missi,1642274
1134,5075393,Trevor Hudgins,1631309
1135,5081727,Sidy Cissoko,1631321
1136,5099752,Rayan Rupert,1641712
1137,5104155,Bilal Coulibaly,1641731
1138,5104156,Armel Traore,1642422
1139,5104157,Victor Wembanyama,1641705
1140,5105550,GG Jackson,1641713
1141,5105553,Julian Phillips,1641763
1142,5105565,Donovan Clingan,1642270
1143,5105592,Cam Whitmore,1641715
1144,5105623,Kel'el Ware,1642276
1145,5105637,Adem Bona,1641737
1146,5105638,Amari Bailey,1641735
1147,5105806,Jett Howard,1641724
1148,5105839,Brice Sensabaugh,1641729
1149,5106060,Jarace Walker,1641716
1150,5106258,Gradey Dick,1641711
1151,5107199,Daniss Jenkins,1642450
1152,5107818,Isaac Jones,1642403
1153,5107897,Jonathan Mogbo,1642367
1154,5112087,Jaylen Wells,1642377
1155,5157066,Johnny Furphy,1642277
1156,5159895,Yuki Kawamura,1642530
1157,5165257,Trentyn Flowers,1642280
1158,5167876,Tyler Smith,1641890
1159,5170947,AJ Johnson,1642358
1160,5174563,Kyshawn George,1642273
1161,5177362,Riley Minix,1642434
1162,5211175,Zaccharie Risacher,1642258
1163,5211983,Pacome Dadiet,1642359
1164,5211984,Ulrich Chomche,1642279
1165,3191,Corey Brewer,201147
1166,4260,Greg Monroe,202328
1167,6594,John Jenkins,203098
1168,2490589,Isaiah Canaan,203477
1169,3059316,Wayne Selden,1627782
1170,3906522,Henry Ellenson,1627740
1171,3908806,Ray Spalding,1629034
1172,4066243,Daryl Macon,1629133
1173,4236300,Mitchell Creek,1628249
1174,5160992,Alex Sarr,1642259
1175,3059356,Billy Garrett Jr.,1628656
1176,4376,Boban Marjanovic,1626246
1177,3037789,Bogdan Bogdanovic,203992
1178,3593,Bojan Bogdanovic,202711
1179,4845374,Bub Carrington,1642267
1180,3057240,Cameron Reynolds,1629244
1181,3102528,Dante Exum,203957
1182,3032978,Dario Saric,203967
1183,3032979,Dennis Schroder,203471
1184,6477,Jonas Valanciunas,202685
1185,3102530,Jusuf Nurkic,203994
1186,4997538,Karlo Matkovic,1631255
1187,3102531,Kristaps Porzingis,204001
1188,3945274,Luka Doncic,1629029
1189,3059310,Monte Morris,1628420
1190,1713,Nene ,2403
1191,3112335,Nikola Jokic,203999
1192,4997528,Nikola Jovic,1631107
1193,6478,Nikola Vucevic,202696
1194,4277916,RJ Nembhard Jr.,1630612
1195,5211176,Tidjane Salaun,1642275
1196,3102532,Vasilije Micic,203995
1197,4578893,Vit Krejci,1630249
1198,4230557,Vlatko Cancar,1628427
